#{"t_start": 1704289406.5730932, "env_id": "None"}
r,l,t
-113.516507,85,897.402153
-61.833203,41,897.982944
-278.675372,178,899.003279
-35.303302,26,899.535033
-219.775932,130,900.351986
-98.904227,72,900.978074
-156.707312,91,901.749138
-36.194474,26,902.203495
-57.336241,36,902.691061
-87.08979,54,903.243319
-97.204116,51,903.854386
-51.464871,38,904.354342
-39.229134,24,904.918031
-152.896654,91,905.576689
-82.037565,51,906.142489
-41.418606,27,906.723435
-84.020916,56,907.320487
-45.964387,29,907.90034
-115.523467,60,908.497809
-77.153868,45,909.107252
-92.29858,58,909.767669
-42.634129,27,910.221658
-41.390716,26,910.598746
-155.043427,131,912.78826
-81.447969,52,913.377058
-187.886301,87,914.051148
-36.581531,31,914.475725
-55.936549,38,915.04058
-59.95654,45,915.590109
-62.721116,37,916.107936
-94.543978,53,916.73379
-56.329777,37,917.283684
-71.017053,54,917.880155
-30.957218,21,918.255572
-44.393535,30,918.696529
-148.57303,98,919.357348
-143.127416,93,920.140114
-121.045595,84,920.830831
-55.410583,37,921.333312
-75.497774,49,921.833427
-64.058185,67,922.584494
-28.792654,20,923.100441
-105.424501,65,923.789633
-38.741733,29,924.276601
-160.719827,84,924.98366
-135.148291,90,925.720052
-361.961384,205,927.070442
-107.049833,85,927.854056
-106.748879,71,928.465863
-141.961678,91,929.155539
-128.764356,82,929.954435
-81.344914,51,930.518855
-41.526229,26,931.036922
-30.065722,19,931.476641
-74.189123,50,931.994994
-39.949267,25,932.418596
-31.742622,19,932.905325
-236.76084,147,933.969296
-43.263757,29,934.453619
-93.911954,67,935.127555
-35.58883,25,935.549385
-38.082148,25,936.033997
-40.464219,28,936.581783
-56.884347,40,937.177404
-116.910601,65,937.819968
-61.497625,49,938.433001
-116.037222,89,939.247907
-77.155637,46,939.82597
-110.838188,70,940.562431
-98.322098,58,941.142558
-84.065796,57,941.751866
-184.528109,92,942.458216
-122.075927,79,943.131495
-92.15244,54,943.647794
-99.226715,70,944.27528
-92.302967,53,944.855215
-114.312821,75,945.609591
-43.54952,28,946.109904
-35.498712,22,946.626477
-31.803207,23,946.985817
-91.646453,47,947.564216
-45.794344,30,948.033616
-37.783087,23,948.51965
-48.176923,33,949.051837
-56.22792,34,949.567655
-65.492321,46,950.099089
-99.888457,58,950.726034
-178.228959,100,951.570798
-52.567802,33,952.117625
-54.269345,42,952.759137
-93.004028,62,953.446687
-170.401566,91,954.200935
-96.655831,45,954.670135
-93.151653,66,955.375255
-201.794645,128,956.3003
-154.112519,82,958.867573
-36.298209,23,959.36784
-108.962369,67,960.010647
-43.096668,28,960.541837
-85.504075,59,961.169321
-49.198721,38,961.655268
-36.796842,22,962.030231
-132.654614,92,962.735162
-73.789545,41,963.283627
-47.094213,28,963.855477
-123.33469,77,964.456793
-43.915997,29,964.924
-34.390055,26,965.41005
-40.819071,23,966.035245
-70.362746,47,966.584949
-32.724866,26,967.039987
-75.296177,45,967.603671
-64.881521,42,968.138626
-69.780584,50,968.916102
-26.19567,19,969.460093
-90.032292,66,970.357359
-76.882277,53,971.164223
-216.636341,156,972.60879
-68.481171,52,973.42579
-44.440891,30,973.944671
-41.959932,26,974.51
-56.053649,34,975.0589
-143.474548,100,975.936356
-50.355946,30,976.424034
-27.084205,18,976.862596
-133.515647,82,977.707951
-33.269684,20,978.145901
-144.793397,108,978.824369
-128.887569,84,979.485719
-60.069961,35,980.021827
-50.432519,32,980.651025
-42.804357,27,981.20242
-92.179268,59,981.79866
-60.793949,38,982.3502
-50.157846,35,982.87322
-65.5273,38,983.389874
-91.86675,62,984.002349
-78.70754,53,984.57714
-41.78347,34,985.063392
-43.403117,28,985.598948
-73.426745,46,986.134407
-37.960631,25,986.540988
-35.211115,25,987.041473
-98.958275,60,987.655091
-79.767638,46,988.218464
-83.599426,44,988.734447
-130.94305,93,989.595692
-83.927202,53,990.065189
-112.039775,73,990.732679
-100.724275,67,991.354898
-46.633218,31,991.829077
-36.080568,20,992.235278
-34.745577,20,992.688564
-84.493448,54,993.141624
-70.452946,43,993.657399
-47.80127,26,994.064083
-56.045941,35,994.564958
-69.524865,44,995.06768
-139.619661,105,995.812118
-170.247956,99,996.653991
-93.61974,59,997.29366
-88.790476,56,998.014966
-50.127501,32,998.473095
-100.713324,46,998.96091
-136.225728,87,999.738841
-134.906827,69,1000.349835
-37.986759,23,1000.772001
-48.699237,29,1001.179298
-121.434444,92,1001.824188
-60.782963,40,1002.342476
-79.194424,58,1002.8448
-53.957978,36,1003.251513
-100.501337,52,1003.842389
-83.909083,49,1004.504177
-112.209062,80,1005.147305
-68.467423,40,1005.637025
-28.273662,18,1006.032881
-123.809997,75,1008.551958
-119.155071,62,1009.198138
-37.214496,30,1009.639721
-28.869887,18,1010.066631
-37.239488,27,1010.491005
-31.723146,21,1010.868368
-38.237711,26,1011.30086
-44.692667,37,1011.839698
-45.439989,31,1012.32854
-86.502629,56,1012.930138
-54.681866,44,1013.38022
-64.122435,42,1013.94822
-36.853621,26,1014.40888
-42.475473,30,1014.857331
-54.389731,33,1015.310854
-30.660255,18,1015.751042
-86.081611,58,1016.284571
-81.574188,55,1016.86506
-38.178138,21,1017.319723
-45.252605,32,1017.820234
-55.827299,34,1018.273845
-43.275675,29,1018.697289
-77.792076,43,1019.183186
-93.486858,54,1019.765776
-70.960885,39,1020.203503
-63.337493,42,1020.672531
-62.196142,40,1021.113746
-32.10723,20,1021.631521
-92.535516,62,1022.212667
-49.576496,36,1022.619218
-81.279981,55,1023.109682
-49.073905,28,1023.5009
-41.768811,27,1024.003689
-91.768356,55,1024.527103
-49.408999,28,1024.9666
-39.347211,26,1025.355874
-44.434073,33,1025.82605
-78.041797,48,1026.389559
-212.97423,147,1027.317822
-43.174988,28,1027.78889
-41.817636,28,1028.226539
-44.267369,33,1028.665244
-82.170043,56,1029.202382
-77.504626,49,1029.707657
-28.306213,15,1030.083003
