#{"t_start": 1702896940.2977011, "env_id": "None"}
r,l,t
1.631013,824,1222.802747
0.167304,160,1223.505801
0.70762,322,1224.677667
0.81437,512,1226.521914
1.689173,774,1229.084479
1.951513,1001,1232.008201
0.075793,54,1232.431024
0.9626,586,1235.781661
2.104311,1001,1238.624784
2.282949,1001,1241.644986
1.95997,745,1244.023677
1.033652,752,1246.294885
0.170915,132,1246.920323
2.004001,1001,1251.410867
0.431416,260,1252.365638
1.082292,699,1254.477282
0.619263,297,1255.602348
1.372603,742,1257.885611
0.173367,132,1258.589897
0.988688,605,1260.545969
1.841001,1001,1264.862041
1.681899,901,1267.522587
0.522739,273,1268.493171
0.220703,130,1269.150454
2.100857,1001,1272.173495
2.060121,888,1275.1006
0.968018,484,1276.632723
2.277269,1001,1280.994641
2.14838,1001,1283.919873
1.739251,781,1286.296964
2.083247,1001,1289.364772
2.285212,1001,1293.744958
0.755969,351,1294.934312
1.759105,996,1297.970996
2.087413,1001,1301.038752
0.070982,77,1301.524209
1.884974,1001,1304.54753
0.119885,89,1305.048468
0.756462,458,1308.024649
2.163078,1001,1310.894124
2.174707,983,1313.887897
1.737513,762,1316.173483
1.230239,702,1318.458158
2.030383,1001,1323.012226
1.310005,727,1325.190086
2.143981,1001,1328.209949
0.70811,372,1329.511206
2.265315,1001,1332.501928
0.164556,99,1333.096911
2.255813,1001,1337.513159
1.970062,1001,1340.381044
1.287559,679,1342.525804
2.291392,1001,1345.498844
1.912297,928,1349.895197
2.2304,1001,1352.779128
0.709039,326,1353.922287
0.192554,95,1354.439399
1.99837,933,1357.276507
0.527927,311,1358.38891
2.076126,931,1361.116315
1.887278,908,1365.332461
2.36072,1001,1368.215147
0.684886,381,1369.562157
2.294007,1001,1372.741084
2.360804,1001,1377.172786
1.3217,658,1379.177667
2.497465,1001,1382.06162
2.252514,1001,1384.98945
2.705745,1001,1387.984174
2.510342,1001,1392.492513
2.578385,1001,1395.541814
0.310674,198,1396.340451
0.24594,156,1397.014717
0.680674,251,1397.93934
1.598256,756,1400.241584
2.771164,1001,1403.155064
0.743912,322,1405.864373
2.120757,1001,1408.810179
2.258345,1001,1411.724126
0.514681,215,1412.554982
2.60701,1001,1415.583951
0.677218,414,1417.032282
0.083461,99,1417.612809
0.622231,289,1420.133582
0.461989,182,1420.995376
1.154063,533,1422.73356
2.670444,1001,1425.677469
1.87223,845,1428.198252
0.83506,306,1429.357283
1.452873,628,1431.253421
0.480034,289,1432.304211
2.31387,1001,1436.84274
0.769442,309,1437.938757
0.189487,96,1438.473405
0.492947,311,1439.56989
0.609579,275,1440.588563
1.925343,1001,1443.768043
1.713595,751,1446.011709
0.265135,142,1446.670433
2.177169,808,1450.515217
1.187097,532,1452.291636
2.443808,1001,1455.198209
0.447499,282,1456.221035
0.241619,175,1456.955331
2.494133,1001,1459.963952
2.432192,1001,1464.339486
2.340091,1001,1467.605721
2.516009,1001,1470.496896
1.733186,723,1472.736816
3.07875,1001,1475.713347
2.258055,1001,1480.239674
1.195907,450,1481.789937
2.634628,1001,1484.688942
2.790507,963,1487.539201
2.852953,1001,1492.141431
0.835766,357,1493.349221
1.144145,461,1494.967536
2.816157,1001,1497.876522
2.397493,1001,1500.770373
1.415407,596,1502.729394
2.888604,1001,1507.068207
2.134185,1001,1510.076095
1.704327,672,1512.223006
1.90275,725,1514.464639
