#{"t_start": 1704561858.2474809, "env_id": "None"}
r,l,t
-6.209668,324,629.918643
-123.427092,95,630.409173
-63.507667,102,630.917202
-64.850876,131,631.496886
-17.096779,55,631.886493
-17.836233,37,632.233265
-92.457942,132,632.827862
-176.481977,403,634.067814
-26.459022,66,634.490634
-168.422438,528,636.023693
-56.947951,101,636.531986
-65.667154,141,637.135031
-47.767392,175,637.83605
-72.225096,157,638.497638
-44.58264,160,640.478896
-61.26217,77,640.939456
-40.946054,270,641.870047
-46.163325,275,642.81075
-190.545969,359,643.981739
-201.03629,727,646.09774
-41.049173,71,646.548939
-412.758778,621,648.381138
-79.062596,129,648.977437
-33.380162,51,649.375168
-13.024826,34,649.72657
-88.257769,205,650.520325
-32.888762,25,650.849808
-97.839576,294,651.854198
-59.862037,100,652.381546
-71.937974,162,653.054133
-90.550001,182,653.775242
-70.115153,280,654.749032
-44.053144,184,656.758563
-37.784967,54,657.165811
-38.379108,85,657.646016
-17.458087,145,658.281516
-32.101067,180,659.012743
-20.963347,21,659.341611
-80.754729,440,660.689116
-38.323561,100,661.215689
-130.499686,206,662.001477
-337.492825,814,664.276882
-36.704683,86,664.763914
-132.821128,165,665.448468
-170.721938,348,666.590226
-130.694321,294,667.588721
-177.448393,373,668.791195
-53.17906,87,669.284068
5.715567,134,669.890204
-102.958823,308,670.924633
-117.648932,412,673.333239
-48.176706,270,674.248275
-41.539812,76,674.693849
-45.053933,60,675.099901
-93.802232,273,676.016055
-170.520647,517,677.521544
-103.142304,268,678.421463
-75.355823,189,679.141224
-204.255647,538,680.696812
-109.408669,260,681.578322
-34.023339,63,681.994119
-145.912088,229,682.80187
-16.33849,225,683.594095
18.388719,209,684.353435
-106.150453,83,684.81574
19.156728,162,685.46091
-43.676024,91,685.943574
-27.192592,60,686.355349
-209.585081,462,688.855562
-49.001634,191,689.582272
-66.434137,138,690.175541
-112.304571,454,691.531495
-105.537841,236,692.370477
-25.17769,74,692.807524
-36.197396,47,693.183367
-254.957594,404,694.408628
-40.141633,35,694.750798
-69.847706,252,695.628096
-22.610215,67,696.048787
-107.431755,249,696.919406
-18.705544,39,697.269809
-24.317536,94,697.763351
-16.276369,19,698.071212
-94.989369,277,699.004638
-32.473083,53,699.394573
-28.317685,69,699.818753
-83.960125,100,700.324106
-9.396722,437,701.627642
-63.392179,93,702.113422
-58.823133,109,702.642669
-40.292292,72,703.079466
-13.821809,60,703.492149
-63.833118,63,703.911171
-22.933375,40,704.268867
-39.449038,43,704.637312
-62.750625,312,706.791141
-566.119982,629,708.573532
-52.779118,157,709.22541
-36.891706,47,709.603996
-64.539788,119,710.156797
-51.259211,88,710.647128
-18.738571,302,711.637303
-24.381955,39,711.988119
-80.11634,215,712.77872
-52.724349,73,713.216902
-60.717971,102,713.722761
-78.058615,484,715.157435
-43.632386,357,716.28271
-117.705881,209,717.045254
-24.497072,50,717.418112
-16.273468,17,717.720031
-43.664333,93,718.200327
-151.320987,452,719.553782
-25.45055,35,719.897814
-220.715549,295,720.866196
-42.525433,115,721.410643
-48.434568,235,723.382096
-24.625639,48,723.766854
-48.338531,81,724.219111
-40.15042,56,724.622855
-29.259981,56,725.021142
-19.236815,95,725.507912
-299.867757,933,728.041217
-111.871282,564,729.674021
-99.649946,157,730.314005
-19.904143,19,730.624604
-78.11737,91,731.107935
-59.090206,101,731.624364
-12.363861,79,732.081468
-22.426583,66,732.512914
-55.746308,75,732.95565
-22.776452,230,733.781338
-177.192333,375,734.947528
-47.549819,207,735.710791
-69.065837,131,736.291132
-52.656717,181,736.996403
-23.763165,41,737.357154
-89.590656,143,737.967301
-34.354992,80,738.416069
-33.345668,97,738.913895
14.592571,157,740.681144
-107.508197,93,741.163129
-122.430586,440,742.479406
-22.749241,41,742.836134
-19.071402,160,743.479397
-27.447152,43,743.839643
-126.771613,170,744.515771
-378.282773,952,747.082162
-22.47384,149,747.704817
-64.652645,94,748.191596
-254.89841,835,750.49133
-58.646942,178,751.172141
-29.887215,225,751.980246
-30.499931,192,752.716978
-46.465163,51,753.105088
-31.71429,40,753.467112
-32.594675,64,753.886355
-41.866975,118,754.432356
-16.412769,55,754.828223
-19.676798,31,755.18266
-19.131042,52,755.579906
-90.905128,192,757.437667
-22.996081,83,757.900282
-14.1751,24,758.219395
-18.109611,22,758.53124
-29.313161,69,758.958405
-25.08678,47,759.329045
-7.48411,67,759.756719
-69.130967,150,760.380556
-33.225781,50,760.765522
1.020721,546,762.337991
-15.456412,102,762.849642
15.685317,299,763.828143
-42.440017,132,764.401783
-70.329412,115,764.94201
-40.880871,67,765.369401
-34.65416,175,766.05598
-42.83406,368,767.202031
-77.075134,157,767.852884
-44.783071,63,768.270486
-51.635709,93,768.757653
-49.738505,84,769.234761
-199.194339,224,770.034781
-13.873287,34,770.37098
-65.893305,139,771.003617
7.49036,329,772.058955
-61.708585,81,772.514912
-8.398523,348,773.617685
-15.186663,21,773.92574
-45.14694,64,775.479638
-14.296887,41,775.838261
-34.513485,43,776.228722
-23.508353,138,776.834848
-31.895581,76,777.273563
-69.215967,89,777.747044
-108.511697,198,778.488481
-29.492764,246,779.338867
-40.813567,54,779.732814
24.034083,252,780.593171
-4.487117,166,781.24789
-208.058303,468,782.627681
-185.955001,303,783.619751
-24.509216,35,783.960318
-66.526901,245,784.836695
-40.494903,248,785.701576
-27.181465,56,786.093425
-75.312737,150,786.733789
-77.381432,268,787.639
-30.120662,34,787.975643
-40.762783,64,788.39635
-151.547346,302,789.380552
6.650543,637,792.310828
-99.026642,510,793.796761
-297.902211,466,795.171971
-41.98526,81,795.626506
-17.404896,70,796.050989
-25.305514,73,796.49228
-48.619915,307,797.503978
-11.803092,430,798.802018
-6.251343,60,799.208791
-34.980768,73,799.658493
-19.233235,50,800.041298
-216.667001,412,801.303811
44.131151,790,803.450947
-48.882325,44,803.816002
-14.767454,114,804.354451
-118.851318,703,807.463908
-56.025811,125,808.025347
-31.680996,202,808.771676
-46.7369,72,809.206137
22.390745,260,810.094723
-37.563275,62,810.503651
-25.628848,37,810.85149
-133.565751,299,811.842553
-15.522825,115,812.386447
-37.264519,56,812.790198
-65.692496,104,813.308413
-22.006025,107,813.82496
-30.731534,42,814.184052
-44.972961,92,814.677063
-27.548676,87,815.145921
-17.064617,49,815.524576
-36.897715,87,815.999471
-163.495792,370,817.147792
-7.726763,417,818.416727
-42.78029,67,818.842729
-89.928553,160,819.492133
-97.506187,559,821.099721
-51.371498,108,821.627955
-50.769378,290,822.60371
-29.293095,88,823.081745
-26.68343,104,824.736326
-37.336745,64,825.152266
62.599498,342,826.235562
-7.47809,17,826.535573
-54.354633,88,827.015708
-39.915951,796,829.19003
-18.17656,88,829.667309
-26.21527,32,830.015066
-2.037276,64,830.444265
24.502218,189,831.192521
-22.589199,68,831.624654
-17.636695,39,831.984537
40.230255,354,833.113878
-42.825761,119,833.669131
-17.098178,63,834.086097
-12.435466,59,834.487373
-28.510043,59,834.900764
-76.613727,130,835.485223
-10.603565,53,835.873637
-21.721207,39,836.236564
-39.307851,159,836.900729
-24.905172,45,837.283799
-38.980854,54,837.687648
-26.530049,148,838.308875
-20.085769,22,838.627594
-21.630724,57,839.030799
-22.578175,98,839.528757
-18.95764,88,840.002418
-32.523751,34,840.351917
-39.621263,106,840.878865
-21.559544,35,841.224728
-43.94829,86,841.690414
-20.315878,70,842.124622
-45.370485,59,842.535986
-32.313804,122,843.084272
-64.31187,341,845.313701
-27.634071,49,845.7033
-25.454441,134,846.284745
-16.783337,30,846.623187
-17.586832,21,846.932245
-24.66226,44,847.304418
-10.117109,43,847.681447
-141.522559,205,848.444903
-22.922181,62,848.863168
-45.339585,81,849.329488
-23.274099,33,849.6727
-47.696585,80,850.134456
3.326515,187,850.861468
-48.859267,215,851.658499
-39.443818,83,852.128041
-2.704004,46,852.510861
-40.646869,80,852.96623
-22.930647,145,853.575421
-62.449372,70,854.009608
-176.891464,1001,856.69855
-175.989331,347,857.803119
-1.404114,117,858.354196
-27.688174,239,859.198323
-61.856893,115,859.738103
-48.464865,72,860.181248
-16.901119,46,860.556777
-21.301888,88,861.039261
-23.397044,88,861.520912
-29.854118,46,861.900009
-42.04764,89,862.388045
-15.404125,107,862.91734
-31.747288,48,864.431645
-20.687269,26,864.76013
-26.284717,32,865.099033
-99.529525,445,866.449757
-26.94862,68,866.875461
-45.97688,74,867.317033
45.924162,220,868.130808
-19.057157,59,868.536401
-19.972913,30,868.876935
-39.113844,67,869.316645
-33.760336,80,869.781322
-9.98072,22,870.099443
-46.346372,80,870.572987
-48.873738,88,871.054568
-74.926683,373,872.231519
-16.111124,24,872.558649
-47.834379,148,873.176123
-40.78626,149,873.810021
-22.045817,60,874.222128
-42.669494,66,874.649796
-7.314182,44,875.022711
-27.101567,69,875.450542
-22.964113,29,875.782787
44.654814,863,878.109743
-11.905349,31,878.442945
11.826103,131,879.029548
-32.597068,74,879.48126
-26.886842,96,879.98732
1.071586,108,880.510144
-28.522072,56,880.917501
-14.934372,55,881.314663
-19.46527,48,881.695067
-20.341701,59,882.112307
0.821896,124,882.680809
-45.157029,311,884.831783
-11.212744,35,885.182526
-46.418127,178,885.883563
-63.757804,74,886.337465
-30.309523,75,886.789532
47.559344,1001,889.395916
-12.2716,25,889.72738
-8.589322,92,890.223053
