#{"t_start": 1704465075.6408708, "env_id": "None"}
r,l,t
-11.104331,211,1376.612978
124.170424,692,1380.241115
8.354638,112,1380.79335
45.459281,262,1381.751468
-26.572897,97,1382.270233
52.19638,307,1383.374099
32.721888,216,1384.207711
-13.040543,433,1385.580923
90.13114,280,1386.618876
-152.154769,372,1387.87693
41.620097,406,1389.230324
-5.954493,57,1389.63971
-105.947726,289,1390.660916
177.314093,492,1392.170575
55.482923,191,1392.957906
-43.257902,355,1394.227398
34.836776,135,1394.920236
-107.455148,233,1397.256201
-71.523029,218,1398.107335
21.261851,192,1398.932282
-74.731301,374,1400.18957
-21.01968,168,1400.896569
-43.432637,267,1402.076685
-94.714293,241,1403.054835
-13.247155,77,1403.548687
-201.358665,440,1404.945668
-89.936956,722,1407.133889
-22.511953,175,1407.851973
-31.002854,318,1408.920808
70.945293,289,1410.005043
-14.426762,82,1410.507927
-36.757695,125,1411.121212
5.871069,153,1411.796509
69.23871,434,1414.85916
51.651158,338,1416.081837
50.266998,249,1417.118645
